aah	A
shadowing	XTWNK
shadowy	XT
shady	XT
shaft	XFT
shafted	XFTT
shafting	XFTNK
shag	XK
shagged	XKT
shaggier	XKR
shaggiest	XKST
shagginess	XKNS
shagging	XKNK
shaggy	XK
shah	X
shake	XK
shakedown	XKTN
shaken	XKN
shakeout	XKT
shaker	XKR
shakeup	XKP
shakier	XKR
shakiest	XKST
shakily	XKL
shakiness	XKNS
shaking	XKNK
shaky	XK
shale	XL
shall	XL
shallot	XLT
shallow	XL
shallower	XLWR
shallowest	XLWST
shallowly	XLL
shallowness	XLNS
shalom	XLM
shalt	XLT
sham	XM
shaman	XMN
shamanic	XMNK
shamanism	XMNSM
shamanistic	XMNSTK
shamble	XML
shambled	XMLT
shambling	XMLNK
shambolic	XMLK
shame	XM
shamed	XMT
shamefaced	XMFST
shamefacedly	XMFSTL
shameful	XMFL
shamefully	XMFL
shamefulness	XMFLNS
shameless	XMLS
shamelessly	XMLSL
shamelessness	XMLSNS
shaming	XMNK
shammed	XMT
shamming	XMNK
shampoo	XMP
shampooed	XMPT
shampooer	XMPR
shampooing	XMPNK
shamrock	XMRK
shandy	XNT
shanghai	XN
shanghaied	XNT
shanghaiing	XNNK
shank	XNK
shantung	XNTNK
shanty	XNT
shantytown	XNTTN
shape	XP
shaped	XPT
shapeless	XPLS
shapelessly	XPLSL
shapelessness	XPLSNS
shapelier	XPLR
shapeliest	XPLST
shapeliness	XPLNS
shapely	XPL
shaping	XPNK
shard	XRT
share	XR
shareable	XRBL
sharecrop	XRKRP
sharecropped	XRKRPT
sharecropper	XRKRPR
sharecropping	XRKRPNK
shared	XRT
shareholder	XRHLTR
shareholding	XRHLTNK
sharer	XRR
shareware	XRWR
sharia	XR
shariah	XR
sharing	XRNK
shark	XRK
sharked	XRKT
sharking	XRKNK
sharkskin	XRKSKN
sharp	XRP
sharped	XRPT
sharpen	XRPN
sharpened	XRPNT
sharpener	XRPNR
sharpening	XRPNNK
sharper	XRPR
sharpest	XRPST
sharpie	XRP
sharping	XRPNK
sharpish	XRPX
sharply	XRPL
sharpness	XRPNS
sharpshooter	XRPXTR
sharpshooting	XRPXTNK
shatter	XTR
shattered	XTRT
shattering	XTRNK
shatterproof	XTRPRF
shave	XF
shaved	XFT
shaven	XFN
shaver	XFR
shaving	XFNK
shawl	XL
shay	X
she	X
sheaf	XF
shear	XR
sheared	XRT
shearer	XRR
shearing	XRNK
sheath	X0
sheathe	X0
sheathed	X0T
sheathing	X0NK
sheave	XF
sheaved	XFT
sheaving	XFNK
shebang	XBNK
shebeen	XBN
shed	XT
shedding	XTNK
sheen	XN
sheenier	XNR
sheeniest	XNST
sheeny	XN
sheep	XP
sheepdog	XPTK
sheepfold	XPFLT
sheepherder	XFRTR
sheepish	XPX
sheepishly	XPXL
sheepishness	XPXNS
sheepskin	XPSKN
sheer	XR
sheered	XRT
sheerer	XRR
sheerest	XRST
sheering	XRNK
sheerness	XRNS
sheet	XT
sheeting	XTNK
sheetlike	XTLK
sheikdom	XKTM
sheikh	XK
sheila	XL
shekel	XKL
shelf	XLF
shell	XL
shellac	XLK
shellacked	XLKT
shellacking	XLKNK
shelled	XLT
sheller	XLR
shellfire	XLFR
shellfish	XLFX
shelling	XLNK
shelter	XLTR
sheltered	XLTRT
sheltering	XLTRNK
shelve	XLF
shelved	XLFT
shelving	XLFNK
shenanigan	XNNKN
shepherd	XFRT
shepherded	XFRTT
shepherdess	XFRTS
shepherding	XFRTNK
sherbet	XRBT
sheriff	XRF
sherry	XR
shew	X
shewed	XWT
shewing	XWNK
shewn	XN
shh	X
shiatsu	XTS
shibboleth	XBL0
shied	XT
shield	XLT
shielded	XLTT
shielding	XLTNK
shier	XR
shies	XS
shiest	XST
shift	XFT
shifted	XFTT
shiftier	XFTR
shiftiest	XFTST
shiftily	XFTL
shiftiness	XFTNS
shifting	XFTNK
shiftless	XFTLS
shiftlessly	XFTLSL
shiftlessness	XFTLSNS
shifty	XFT
shiitake	XTK
shill	XL
shilled	XLT
shillelagh	XLLF
shilling	XLNK
shim	XM
shimmed	XMT
shimmer	XMR
shimmered	XMRT
shimmering	XMRNK
shimmery	XMR
shimmied	XMT
shimming	XMNK
shimmy	XM
shimmying	XMYNK
shin	XN
shinbone	XNBN
shindig	XNTK
shine	XN
shined	XNT
shiner	XNR
shingle	XNKL
shingled	XNKLT
shingling	XNKLNK
shinguard	XNKRT
shinier	XNR
shiniest	XNST
shininess	XNNS
shining	XNNK
shinned	XNT
shinnied	XNT
shinning	XNNK
shinny	XN
shinnying	XNYNK
shinsplints	XNSPLNTS
shiny	XN
ship	XP
shipboard	XPBRT
shipbuilder	XPBLTR
shipbuilding	XPBLTNK
shipload	XPLT
shipmate	XPMT
shipment	XPMNT
shipowner	XPNR
shipped	XPT
shipper	XPR
shipping	XPNK
shipshape	XPXP
shipwreck	XPRK
shipwrecked	XPRKT
shipwrecking	XPRKNK
shipwright	XPRFT
shipyard	XPYRT
shire	XR
shirk	XRK
shirked	XRKT
shirker	XRKR
shirking	XRKNK
shirr	XR
shirred	XRT
shirring	XRNK
shirt	XRT
shirted	XRTT
shirtfront	XRTFRNT
shirting	XRTNK
shirtless	XRTLS
shirtsleeve	XRTSLF
shirttail	XRTL
shirtwaist	XRTWST
shirty	XRT
shiv	XF
shiver	XFR
shivered	XFRT
shivering	XFRNK
shivery	XFR
shoal	XL
shoaled	XLT
shoaling	XLNK
shoat	XT
shock	XK
shocked	XKT
shocker	XKR
shocking	XKNK
shockingly	XKNKL
shockproof	XKPRF
shod	XT
shoddier	XTR
shoddiest	XTST
shoddily	XTL
shoddiness	XTNS
shoddy	XT
shoe	X
shoehorn	XHRN
shoehorned	XHRNT
shoehorning	XHRNNK
shoeing	XNK
shoelace	XLS
shoemaker	XMKR
shoeshine	XXN
shoestring	XSTRNK
shoetree	XTR
shogun	XKN
shogunate	XKNT
shone	XN
shoo	X
shooed	XT
shooing	XNK
shook	XK
shoot	XT
shooter	XTR
shooting	XTNK
shootout	XTT
shop	XP
shopaholic	XPHLK
shopfitter	XPFTR
shopfitting	XPFTNK
shopfront	XPFRNT
shopkeeper	XPKPR
shoplift	XPLFT
shoplifted	XPLFTT
shoplifter	XPLFTR
shoplifting	XPLFTNK
shoppe	XP
shopped	XPT
shopper	XPR
shopping	XPNK
shoptalk	XPTLK
shopworn	XPWRN
shore	XR
shorebird	XRBRT
shored	XRT
shoreline	XRLN
shoring	XRNK
short	XRT
shortage	XRTJ
shortbread	XRTBRT
shortcake	XRTKK
shortchange	XRXNJ
shortchanged	XRXNJT
shortchanging	XRXNJNK
shortcoming	XRTKMNK
shortcrust	XRTKRST
shortcut	XRTKT
shorted	XRTT
shorten	XRTN
shortened	XRTNT
shortening	XRTNNK
shorter	XRTR
shortest	XRTST
shortfall	XRTFL
shorthand	XR0NT
shorthanded	XR0NTT
shorthorn	XR0RN
shorting	XRTNK
shortish	XRTX
shortlist	XRTLST
shortlisted	XRTLSTT
shortlisting	XRTLSTNK
shortly	XRTL
shortness	XRTNS
shortsighted	XRTSFTT
shortsightedly	XRTSFTTL
shortsightedness	XRTSFTTNS
shortstop	XRTSTP
shortwave	XRTWF
shorty	XRT
shot	XT
shotgun	XTKN
shotgunned	XTKNT
shotgunning	XTKNNK
should	XLT
shoulder	XLTR
shouldered	XLTRT
shouldering	XLTRNK
shout	XT
shouted	XTT
shouter	XTR
shouting	XTNK
shove	XF
shoved	XFT
shovel	XFL
shoveled	XFLT
shovelful	XFLFL
shoveling	XFLNK
shoving	XFNK
show	X
showbiz	XBS
showboat	XBT
showboated	XBTT
showboating	XBTNK
showcase	XKS
showcased	XKST
showcasing	XKSNK
showdown	XTN
showed	XWT
shower	XWR
showered	XWRT
showering	XWRNK
showerproof	XWRPRF
showery	XWR
showgirl	XJRL
showground	XKRNT
showier	XWR
showiest	XWST
showily	XWL
showiness	XWNS
showing	XWNK
showjumping	XJMPNK
showman	XMN
showmanship	XMNXP
showmen	XMN
shown	XN
showoff	XWF
showpiece	XPS
showplace	XPLS
showroom	XRM
showstopper	XSTPR
showstopping	XSTPNK
showtime	XTM
showy	X
shrank	XRNK
shrapnel	XRPNL
shred	XRT
shredded	XRTT
shredder	XRTR
shredding	XRTNK
shrew	XR
shrewd	XRT
shrewder	XRTR
shrewdest	XRTST
shrewdly	XRTL
shrewdness	XRTNS
shrewish	XRWX
shriek	XRK
shrieked	XRKT
shrieking	XRKNK
shrift	XRFT
shrike	XRK
shrill	XRL
shrilled	XRLT
shriller	XRLR
shrillest	XRLST
shrilling	XRLNK
shrillness	XRLNS
shrilly	XRL
shrimp	XRMP
shrimped	XRMPT
shrimper	XRMPR
shrimping	XRMPNK
shrine	XRN
shrink	XRNK
shrinkable	XRNKBL
shrinkage	XRNKJ
shrinking	XRNKNK
shrive	XRF
shrived	XRFT
shrivel	XRFL
shriveled	XRFLT
shriveling	XRFLNK
shriven	XRFN
shriving	XRFNK
shroud	XRT
shrouded	XRTT
shrouding	XRTNK
shrub	XRB
shrubbery	XRBR
shrubbier	XRBR
shrubbiest	XRBST
shrubby	XRB
shrug	XRK
shrugged	XRKT
shrugging	XRKNK
shrunk	XRNK
shrunken	XRNKN
shtick	XTK
shuck	XK
shucked	XKT
shucking	XKNK
shuckses	XKSS
shudder	XTR
shuddered	XTRT
shuddering	XTRNK
shuffle	XFL
shuffleboard	XFLBRT
shuffled	XFLT
shuffler	XFLR
shuffling	XFLNK
shun	XN
shunned	XNT
shunning	XNNK
shunt	XNT
shunted	XNTT
shunting	XNTNK
shush	XX
shushed	XXT
shushing	XXNK
shut	XT
shutdown	XTTN
shuteye	XTY
shutoff	XTF
shutout	XTT
shutter	XTR
shutterbug	XTRBK
shuttered	XTRT
shuttering	XTRNK
shutting	XTNK
shuttle	XTL
shuttlecock	XTLKK
shuttlecocked	XTLKKT
shuttlecocking	XTLKKNK
shuttled	XTLT
shuttling	XTLNK
shy	X
shyer	XYR
shyest	XYST
shying	XYNK
shyly	XL
shyness	XNS
shyster	XSTR
sibilant	SBLNT
sibling	SBLNK
sibyl	SBL
sibylline	SBLN
sic	SK
sicced	SKST
siccing	SKSNK
sick	SK
sickbay	SKB
sickbed	SKBT
sicked	SKT
sicken	SKN
sickened	SKNT
sickening	SKNNK
sickeningly	SKNNKL
sicker	SKR
sickest	SKST
sickie	SK
sicking	SKNK
sickish	SKX
sickle	SKL
sicklier	SKLR
sickliest	SKLST
sickly	SKL
sickness	SKNS
sicko	SK
sickout	SKT
sickroom	SKRM
side	ST
sidearm	STRM
sidebar	STBR
sideboard	STBRT
sideburns	STBRNS
sidecar	STKR
sided	STT
sidekick	STKK
sidelight	STLFT
sideline	STLN
sidelined	STLNT
sidelining	STLNNK
sidelong	STLNK
sideman	STMN
sidemen	STMN
sidepiece	STPS
sidereal	STRL
sidesaddle	STSTL
sideshow	STX
sidesplitting	STSPLTNK
sidestep	STSTP
sidestepped	STSTPT
sidestepping	STSTPNK
sidestroke	STSTRK
sidestroked	STSTRKT
sidestroking	STSTRKNK
sideswipe	STSWP
sideswiped	STSWPT
sideswiping	STSWPNK
sidetrack	STTRK
sidetracked	STTRKT
sidetracking	STTRKNK
sidewalk	STWLK
sidewall	STWL
sideways	STWS
sidewinder	STWNTR
siding	STNK
sidle	STL
sidled	STLT
sidling	STLNK
siege	SJ
sienna	SN
sierra	SR
siesta	SST
sieve	SF
sieved	SFT
sieving	SFNK
sift	SFT
sifted	SFTT
sifter	SFTR
sifting	SFTNK
sigh	SF
sighed	SFT
sighing	SFNK
sight	SFT
sighted	SFTT
sighting	SFTNK
sightless	SFTLS
sightlier	SFTLR
sightliest	SFTLST
sightly	SFTL
sightread	SFTRT
sightseeing	SFTSNK
sightseer	SFTSR
sigma	SKM
sign	SN
signage	SKNJ
signal	SKNL
signaled	SKNLT
signaler	SKNLR
signaling	SKNLNK
signalization	SKNLSXN
signalize	SKNLS
signalized	SKNLST
signalizing	SKNLSNK
signally	SKNL
signalman	SKNLMN
signalmen	SKNLMN
signatory	SKNTR
signature	SKNTR
signboard	SKNBRT
signed	SNT
signer	SKNR
signet	SKNT
significance	SKNFKNS
significant	SKNFKNT
significantly	SKNFKNTL
signification	SKNFKXN
signified	SKNFT
signify	SKNF
signifying	SKNFYNK
signing	SKNNK
signor	SKNR
signora	SKNR
signore	SKNR
signori	SKNR
signorina	SKNRN
signorine	SKNRN
signpost	SKNPST
signposted	SKNPSTT
signposting	SKNPSTNK
silage	SLJ
silence	SLNS
silenced	SLNST
silencer	SLNSR
silencing	SLNSNK
silent	SLNT
silenter	SLNTR
silentest	SLNTST
silently	SLNTL
silhouette	SLHT
silhouetted	SLHTT
silhouetting	SLHTNK
silica	SLK
silicate	SLKT
siliceous	SLSS
silicon	SLKN
silicone	SLKN
silicosis	SLKSS
silk	SLK
silken	SLKN
silkier	SLKR
silkiest	SLKST
silkily	SLKL
silkiness	SLKNS
silkscreen	SLKSKRN
silkworm	SLKWRM
silky	SLK
sill	SL
sillier	SLR
silliest	SLST
silliness	SLNS
silly	SL
silo	SL
silt	SLT
silted	SLTT
siltier	SLTR
siltiest	SLTST
silting	SLTNK
silty	SLT
silver	SLFR
silvered	SLFRT
silverfish	SLFRFX
silvering	SLFRNK
silversmith	SLFRSM0
silverware	SLFRWR
silvery	SLFR
simian	SMN
similar	SMLR
similarity	SMLRT
similarly	SMLRL
simile	SML
similitude	SMLTT
simmer	SMR
simmered	SMRT
simmering	SMRNK
simonize	SMNS
simonized	SMNST
simonizing	SMNSNK
simony	SMN
simpatico	SMPTK
simper	SMPR
simpered	SMPRT
simpering	SMPRNK
simperingly	SMPRNKL
simple	SMPL
simpleminded	SMPLMNTT
simpleness	SMPLNS
simpler	SMPLR
simplest	SMPLST
simpleton	SMPLTN
simplex	SMPLKS
simplicity	SMPLST
simplification	SMPLFKXN
simplified	SMPLFT
simplify	SMPLF
simplifying	SMPLFYNK
simplistic	SMPLSTK
simplistically	SMPLSTKL
simply	SMPL
sims	SMS
simulacra	SMLKR
simulacrum	SMLKRM
simulate	SMLT
simulated	SMLTT
simulating	SMLTNK
simulation	SMLXN
simulator	SMLTR
simulcast	SMLKST
simulcasted	SMLKSTT
simulcasting	SMLKSTNK
simultaneity	SMLTNT
simultaneous	SMLTNS
simultaneously	SMLTNSL
sin	SN
since	SNS
sincere	SNSR
sincerely	SNSRL
sincerer	SNSRR
sincerest	SNSRST
sincerity	SNSRT
sine	SN
sinecure	SNKR
sinew	SN
sinewy	SN
sinful	SNFL
sinfully	SNFL
sinfulness	SNFLNS
sing	SNK
singable	SNKBL
singalong	SNKLNK
singe	SNJ
singed	SNJT
singeing	SNJNK
singer	SNJR
singing	SNJNK
single	SNKL
singled	SNKLT
singleness	SNKLNS
singlet	SNKLT
singleton	SNKLTN
singletree	SNKLTR
singling	SNKLNK
singly	SNKL
singsong	SNKSNK
singsonged	SNKSNJT
singsonging	SNKSNJNK
singular	SNKLR
singularity	SNKLRT
singularly	SNKLRL
sinister	SNSTR
sink	SNK
sinkable	SNKBL
sinker	SNKR
sinkhole	SNKHL
sinking	SNKNK
sinless	SNLS
sinned	SNT
sinner	SNR
sinning	SNNK
sinology	SNLJ
sinuosity	SNST
sinuous	SNS
sinuously	SNSL
sinus	SNS
sinusitis	SNSTS
sinusoidal	SNSTL
sip	SP
siphon	SFN
siphoned	SFNT
siphoning	SFNNK
sipped	SPT
sipper	SPR
sipping	SPNK
sir	SR
sire	SR
sired	SRT
siren	SRN
siring	SRNK
sirloin	SRLN
sirocco	SRKK
sirrah	SR
sirree	SR
sisal	SSL
sises	SSS
sissier	SSR
sissiest	SSST
sissified	SSFT
sissy	SS
sister	SSTR
sisterhood	SSTRHT
sisterliness	SSTRLNS
sisterly	SSTRL
sit	ST
sitar	STR
sitarist	STRST
sitcom	STKM
site	ST
sited	STT
siting	STNK
sitter	STR
sitting	STNK
situate	STT
situated	STTT
situating	STTNK
situation	STXN
situational	STXNL
six	SKS
sixes	SKSS
sixfold	SKSFLT
sixpence	SKSPNS
sixshooter	SKSXTR
sixteen	SKSTN
sixteenth	SKSTN0
sixth	SKS0
sixtieth	SKST0
sixty	SKST
sizable	SSBL
size	SS
sized	SST
sizer	SSR
sizing	SSNK
sizzle	SSL
sizzled	SSLT
sizzler	SSLR
sizzling	SSLNK
ska	SK
skate	SKT
skateboard	SKTBRT
skateboarded	SKTBRTT
skateboarder	SKTBRTR
skateboarding	SKTBRTNK
skated	SKTT
skater	SKTR
skating	SKTNK
skedaddle	SKTTL
skedaddled	SKTTLT
skedaddling	SKTTLNK
skeet	SKT
skeeter	SKTR
skein	SKN
skeletal	SKLTL
skeleton	SKLTN
skeptic	SKPTK
skeptical	SKPTKL
skeptically	SKPTKL
skepticism	SKPTSSM
sketch	SKX
sketchbook	SKXBK
sketched	SKXT
sketcher	SKXR
sketchier	SKXR
sketchiest	SKXST
sketchily	SKXL
sketchiness	SKXNS
sketching	SKXNK
sketchpad	SKXPT
sketchy	SKX
skew	SK
skewbald	SKBLT
skewed	SKWT
skewer	SKWR
skewered	SKWRT
skewering	SKWRNK
skewing	SKWNK
ski	SK
skibob	SKBB
skid	SKT
skidded	SKTT
skidding	SKTNK
skidpan	SKTPN
skied	SKT
skier	SKR
skies	SKS
skiff	SKF
skiffle	SKFL
skiing	SKNK
skilfully	SKLFL
skill	SKL
skilled	SKLT
skillet	SKLT
skillful	SKLFL
skillfully	SKLFL
skillfulness	SKLFLNS
skim	SKM
skimmed	SKMT
skimmer	SKMR
skimming	SKMNK
skimp	SKMP
skimped	SKMPT
skimpier	SKMPR
skimpiest	SKMPST
skimpily	SKMPL
skimpiness	SKMPNS
skimping	SKMPNK
skimpy	SKMP
skin	SKN
skincare	SKNKR
skinflint	SKNFLNT
skinful	SKNFL
skinhead	SKNHT
skinless	SKNLS
skinned	SKNT
skinnier	SKNR
skinniest	SKNST
skinniness	SKNNS
skinning	SKNNK
skinny	SKN
skint	SKNT
skintight	SKNTFT
skip	SKP
skipped	SKPT
skipper	SKPR
skippered	SKPRT
skippering	SKPRNK
skipping	SKPNK
skirmish	SKRMX
skirmished	SKRMXT
skirmisher	SKRMXR
skirmishing	SKRMXNK
skirt	SKRT
skirted	SKRTT
skirting	SKRTNK
skis	SKS
skit	SKT
skitter	SKTR
skittered	SKTRT
skittering	SKTRNK
skittish	SKTX
skittishly	SKTXL
skittishness	SKTXNS
skittle	SKTL
skive	SKF
skived	SKFT
skiver	SKFR
skiving	SKFNK
skivvied	SKFT
skivvy	SKF
skivvying	SKFYNK
skoal	SKL
skua	SK
skulduggery	SKLTKR
skulk	SKLK
skulked	SKLKT
skulker	SKLKR
skulking	SKLKNK
skull	SKL
skullcap	SKLKP
skunk	SKNK
skunked	SKNKT
skunking	SKNKNK
sky	SK
skycap	SKKP
skydive	SKTF
skydived	SKTFT
skydiver	SKTFR
skydiving	SKTFNK
skying	SKYNK
skyjack	SKJK
skyjacked	SKJKT
skyjacker	SKJKR
skyjacking	SKJKNK
skylark	SKLRK
skylarked	SKLRKT
skylarking	SKLRKNK
skylight	SKLFT
skyline	SKLN
skyrocket	SKRKT
skyrocketed	SKRKTT
skyrocketing	SKRKTNK
skyscraper	SKSKRPR
skyward	SKWRT
skywriter	SKRTR
skywriting	SKRTNK
slab	SLB
slabbed	SLBT
slabbing	SLBNK
slack	SLK
slacked	SLKT
slacken	SLKN
slackened	SLKNT
slackening	SLKNNK
slacker	SLKR
slackest	SLKST
slacking	SLKNK
slackly	SLKL
slackness	SLKNS
slag	SLK
slagged	SLKT
slagging	SLKNK
slagheap	SLFP
slain	SLN
slake	SLK
slaked	SLKT
slaking	SLKNK
slalom	SLLM
slalomed	SLLMT
slaloming	SLLMNK
slam	SLM
slammed	SLMT
slammer	SLMR
slamming	SLMNK
slander	SLNTR
slandered	SLNTRT
slanderer	SLNTRR
slandering	SLNTRNK
slanderous	SLNTRS
slang	SLNK
slangier	SLNJR
slangiest	SLNJST
slangy	SLNJ
slant	SLNT
slanted	SLNTT
slanting	SLNTNK
slantingly	SLNTNKL
slantwise	SLNTWS
slap	SLP
slapdash	SLPTX
slaphappy	SLFP
slapped	SLPT
slapper	SLPR
slapping	SLPNK
slapstick	SLPSTK
slash	SLX
slashed	SLXT
slasher	SLXR
slashing	SLXNK
slat	SLT
slate	SLT
slated	SLTT
slather	SL0R
slathered	SL0RT
slathering	SL0RNK
slating	SLTNK
slatted	SLTT
slattern	SLTRN
slatternly	SLTRNL
slaughter	SLFTR
slaughtered	SLFTRT
slaughterer	SLFTRR
slaughterhouse	SLFTRHS
slaughtering	SLFTRNK
slave	SLF
slaved	SLFT
slaveholder	SLFHLTR
slaver	SLFR
slavered	SLFRT
slavering	SLFRNK
slavery	SLFR
slaving	SLFNK
slavish	SLFX
slavishly	SLFXL
slavishness	SLFXNS
slaw	SL
slay	SL
slayed	SLYT
slayer	SLYR
slaying	SLYNK
sleaze	SLS
sleazebag	SLSBK
sleazeball	SLSBL
sleazier	SLSR
sleaziest	SLSST
sleazily	SLSL
sleaziness	SLSNS
sleazy	SLS
sled	SLT
sledded	SLTT
sledder	SLTR
sledding	SLTNK
sledge	SLJ
sledged	SLJT
sledgehammer	SLJHMR
sledgehammered	SLJHMRT
sledgehammering	SLJHMRNK
sledging	SLJNK
sleek	SLK
sleeked	SLKT
sleeker	SLKR
sleekest	SLKST
sleeking	SLKNK
sleekly	SLKL
sleekness	SLKNS
sleep	SLP
sleeper	SLPR
sleepier	SLPR
sleepiest	SLPST
sleepily	SLPL
sleepiness	SLPNS
sleeping	SLPNK
sleepless	SLPLS
sleeplessly	SLPLSL
sleeplessness	SLPLSNS
sleepover	SLPFR
sleepwalk	SLPWLK
sleepwalked	SLPWLKT
sleepwalker	SLPWLKR
sleepwalking	SLPWLKNK
sleepwear	SLPWR
sleepy	SLP
sleepyhead	SLPHT
sleet	SLT
sleeted	SLTT
sleeting	SLTNK
sleety	SLT
sleeve	SLF
sleeved	SLFT
sleeveless	SLFLS
sleigh	SLF
sleighed	SLFT
sleighing	SLFNK
sleight	SLFT
slender	SLNTR
slenderer	SLNTRR
slenderest	SLNTRST
slenderize	SLNTRS
slenderized	SLNTRST
slenderizing	SLNTRSNK
slenderness	SLNTRNS
slept	SLPT
sleuth	SL0
sleuthing	SL0NK
slew	SL
slewed	SLWT
slewing	SLWNK
slice	SLS
sliced	SLST
slicer	SLSR
slicing	SLSNK
slick	SLK
slicked	SLKT
slicker	SLKR
slickest	SLKST
slicking	SLKNK
slickly	SLKL
slickness	SLKNS
slid	SLT
slide	SLT
slider	SLTR
slideshow	SLTX
sliding	SLTNK
slier	SLR
sliest	SLST
slight	SLFT
slighted	SLFTT
slighter	SLFTR
slightest	SLFTST
slighting	SLFTNK
slightly	SLFTL
slightness	SLFTNS
slim	SLM
slime	SLM
slimier	SLMR
slimiest	SLMST
sliminess	SLMNS
slimline	SLMLN
slimmed	SLMT
slimmer	SLMR
slimmest	SLMST
slimming	SLMNK
slimness	SLMNS
slimy	SLM
sling	SLNK
slingback	SLNKBK
slinging	SLNJNK
slingshot	SLNKXT
slink	SLNK
slinkier	SLNKR
slinkiest	SLNKST
slinking	SLNKNK
slinky	SLNK
slip	SLP
slipcase	SLPKS
slipcover	SLPKFR
slipknot	SLPKNT
slippage	SLPJ
slipped	SLPT
slipper	SLPR
slipperier	SLPRR
slipperiest	SLPRST
slipperiness	SLPRNS
slippery	SLPR
slipping	SLPNK
slippy	SLP
slipshod	SLPXT
slipstream	SLPSTRM
slipway	SLPW
slit	SLT
slither	SL0R
slithered	SL0RT
slithering	SL0RNK
slithery	SL0R
slitter	SLTR
slitting	SLTNK
sliver	SLFR
slivered	SLFRT
slivering	SLFRNK
slob	SLB
slobbed	SLBT
slobber	SLBR
slobbered	SLBRT
slobbering	SLBRNK
slobbery	SLBR
slobbing	SLBNK
sloe	SL
slog	SLK
slogan	SLKN
sloganeering	SLKNRNK
slogged	SLKT
slogging	SLKNK
sloop	SLP
slop	SLP
slope	SLP
sloped	SLPT
sloping	SLPNK
slopped	SLPT
sloppier	SLPR
sloppiest	SLPST
sloppily	SLPL
sloppiness	SLPNS
slopping	SLPNK
sloppy	SLP
slosh	SLX
sloshed	SLXT
sloshing	SLXNK
slot	SLT
sloth	SL0
slothful	SL0FL
slothfully	SL0FL
slothfulness	SL0FLNS
slotted	SLTT
slotting	SLTNK
slouch	SLX
slouched	SLXT
sloucher	SLXR
slouchier	SLXR
slouchiest	SLXST
slouching	SLXNK
slouchy	SLX
slough	SLF
sloughed	SLFT
sloughing	SLFNK
sloven	SLFN
slovenlier	SLFNLR
slovenliest	SLFNLST
slovenliness	SLFNLNS
slovenly	SLFNL
slow	SL
slowcoach	SLKX
slowdown	SLTN
slowed	SLWT
slower	SLWR
slowest	SLWST
slowing	SLWNK
slowly	SLL
slowness	SLNS
slowpoke	SLPK
sludge	SLJ
sludgier	SLJR
sludgiest	SLJST
sludgy	SLJ
slue	SL
slued	SLT
slug	SLK
sluggard	SLKRT
slugged	SLKT
slugger	SLKR
slugging	SLKNK
sluggish	SLKX
sluggishly	SLKXL
sluggishness	SLKXNS
sluice	SLS
sluiced	SLST
sluicing	SLSNK
sluing	SLNK
slum	SLM
slumber	SLMR
slumbered	SLMRT
slumbering	SLMRNK
slumberous	SLMRS
slumdog	SLMTK
slumlord	SLMLRT
slummed	SLMT
slummer	SLMR
slummier	SLMR
slummiest	SLMST
slumming	SLMNK
slummy	SLM
slump	SLMP
slumped	SLMPT
slumping	SLMPNK
slung	SLNK
slunk	SLNK
slur	SLR
slurp	SLRP
slurped	SLRPT
slurping	SLRPNK
slurred	SLRT
slurring	SLRNK
slurry	SLR
slush	SLX
slushier	SLXR
slushiest	SLXST
slushiness	SLXNS
slushy	SLX
slut	SLT
sluttier	SLTR
sluttiest	SLTST
sluttish	SLTX
slutty	SLT
sly	SL
slyly	SLL
slyness	SLNS
smack	SMK
smacked	SMKT
smacker	SMKR
smacking	SMKNK
small	SML
smaller	SMLR
smallest	SMLST
smallholder	SMLHLTR
smallholding	SMLHLTNK
smallish	SMLX
smallness	SMLNS
smallpox	SMLPKS
smarmier	SMRMR
smarmiest	SMRMST
smarmy	SMRM
smart	SMRT
smarted	SMRTT
smarten	SMRTN
smartened	SMRTNT
smartening	SMRTNNK
smarter	SMRTR
smartest	SMRTST
smarting	SMRTNK
smartly	SMRTL
smartness	SMRTNS
smartphone	SMRTFN
smartwatch	SMRTWX
smarty	SMRT
smartypants	SMRTPNTS
smash	SMX
smashed	SMXT
smasher	SMXR
smashing	SMXNK
smashup	SMXP
smattering	SMTRNK
smear	SMR
smeared	SMRT
smearier	SMRR
smeariest	SMRST
smearing	SMRNK
smeary	SMR
smell	SML
smelled	SMLT
smellier	SMLR
smelliest	SMLST
smelliness	SMLNS
smelling	SMLNK
smelly	SML
smelt	SMLT
smelted	SMLTT
smelter	SMLTR
smelting	SMLTNK
smidgen	SMJN
smilax	SMLKS
smile	SML
smiled	SMLT
smiley	SML
smiling	SMLNK
smilingly	SMLNKL
smirch	SMRX
smirched	SMRXT
smirching	SMRXNK
smirk	SMRK
smirked	SMRKT
smirking	SMRKNK
smite	SMT
smith	SM0
smithereens	SM0RNS
smithy	SM0
smiting	SMTNK
smitten	SMTN
smock	SMK
smocked	SMKT
smocking	SMKNK
smog	SMK
smoggier	SMKR
smoggiest	SMKST
smoggy	SMK
smoke	SMK
smoked	SMKT
smokehouse	SMKHS
smokeless	SMKLS
smoker	SMKR
smokescreen	SMKSKRN
smokestack	SMKSTK
smokey	SMK
smokier	SMKR
smokiest	SMKST
smokiness	SMKNS
smoking	SMKNK
smoky	SMK
smolder	SMLTR
smoldered	SMLTRT
smoldering	SMLTRNK
smooch	SMX
smooched	SMXT
smooching	SMXNK
